Conference,Paper,paperId,title
AAAI,Continual Learning with Scaled Gradient Projection,910e3118b50f426e5e840561e1f9f1fdd67e5724,MATHEMATICS FOR MACHINE LEARNING
AAAI,Continual Learning with Scaled Gradient Projection,981bad1394dc12f4411b58d71bdcabeed3ff6d5c,SPACE: Structured Compression and Sharing of Representational Space for Continual Learning
AAAI,Continual Learning with Scaled Gradient Projection,841c970f7ef35e28dbbe054d0a7c5df252533a4e,Orthogonal Gradient Descent for Continual Learning
AAAI,Continual Learning with Scaled Gradient Projection,680f1bf7c3635e87d4064a2757ec0d68c01d69f3,Using Hindsight to Anchor Past Knowledge in Continual Learning
AAAI,Continual Learning with Scaled Gradient Projection,33a170705900eb3e28f6b141cea71520fd3fb5b8,A Continual Learning Survey: Defying Forgetting in Classification Tasks
AAAI,Continual Learning with Scaled Gradient Projection,59aa504c75b12cb6e5100049f4446ced5b031042,Uncertainty-guided Continual Learning with Bayesian Neural Networks
AAAI,Continual Learning with Scaled Gradient Projection,853a5a6950827c3000b421702ae986ccef364ff6,Continual Learning with Tiny Episodic Memories
AAAI,Continual Learning with Scaled Gradient Projection,bc4bcc5c62092349ad0ef82af958b16e0c3ec856,Scalable and Order-robust Continual Learning with Additive Parameter Decomposition
AAAI,Continual Learning with Scaled Gradient Projection,fe111c477ea0ce9186eb58ff847052976d9a2dd9,Re-evaluating Continual Learning Scenarios: A Categorization and Case for Strong Baselines
AAAI,Continual Learning with Scaled Gradient Projection,b5c14d14ea681cf1c6c20ee8d47d91699a2f4432,Continual learning of context-dependent processing in neural networks
AAAI,Continual Learning with Scaled Gradient Projection,4a954b3e72a61968ab235076bcc242aca3a05520,Efficient Lifelong Learning with A-GEM
AAAI,Continual Learning with Scaled Gradient Projection,2b877889ac31b73d1ede70b00eb4c7118ef8eca2,Learning to Learn without Forgetting By Maximizing Transfer and Minimizing Interference
AAAI,Continual Learning with Scaled Gradient Projection,ae7619604821adce52c28daa2aed14f5a191d975,Progress & Compress: A scalable framework for continual learning
AAAI,Continual Learning with Scaled Gradient Projection,73d5c3cff5a777169dc62d0b351ddcfda503cd33,Reinforced Continual Learning
AAAI,Continual Learning with Scaled Gradient Projection,3aa673abd49f0837ed2fbf5cffcada9ba6f48693,Overcoming catastrophic forgetting with hard attention to the task
AAAI,Continual Learning with Scaled Gradient Projection,47bc048efb90e7b8bae5c1fcc979a78b65763fe9,PackNet: Adding Multiple Tasks to a Single Network by Iterative Pruning
AAAI,Continual Learning with Scaled Gradient Projection,234685eef05fd2d496fb2bbd23f05912209cf103,Lifelong Learning with Dynamically Expandable Networks
AAAI,Continual Learning with Scaled Gradient Projection,dce6f9d4017b1785979e7520fd0834ef8cf02f4b,Proximal Policy Optimization Algorithms
AAAI,Continual Learning with Scaled Gradient Projection,118fae4b4d07453561f1eded88654f812c7c61ec,Gradient Episodic Memory for Continual Learning
AAAI,Continual Learning with Scaled Gradient Projection,59a922212153d3407e658109f36c11a34ee7d283,Continual Learning with Deep Generative Replay
AAAI,Continual Learning with Scaled Gradient Projection,a99d857ecc78316a0d9a774972b775058d5644ca,Continual Learning Through Synaptic Intelligence
AAAI,Continual Learning with Scaled Gradient Projection,2e55ba6c97ce5eb55abd959909403fe8da7e9fe9,Overcoming catastrophic forgetting in neural networks
AAAI,Continual Learning with Scaled Gradient Projection,1703631a938b397ba7e858161ce16448f6046d6f,iCaRL: Incremental Classifier and Representation Learning
AAAI,Continual Learning with Scaled Gradient Projection,53c9443e4e667170acc60ca1b31a0ec7151fe753,Progressive Neural Networks
AAAI,Continual Learning with Scaled Gradient Projection,be1bb4e4aa1fcf70281b4bd24d8cd31c04864bb6,Matching Networks for One Shot Learning
AAAI,Continual Learning with Scaled Gradient Projection,a6cb366736791bcccc5c8639de5a8f9636bf87e8,Adam: A Method for Stochastic Optimization
AAAI,Continual Learning with Scaled Gradient Projection,2319a491378867c7049b3da055c5df60e1671158,Playing Atari with Deep Reinforcement Learning
AAAI,Continual Learning with Scaled Gradient Projection,cd94282256db82fb814480f08f8612045f0725f1,CHILD: A First Step Towards Continual Learning
AAAI,Continual Learning with Scaled Gradient Projection,5ac423a83b4321b43249224fcc528bb70e086826,"Catastrophic Forgetting, Rehearsal and Pseudorehearsal"
AAAI,Continual Learning with Scaled Gradient Projection,6c8f0f28bcbc358726035cfd243239fd32eb8cba,Lifelong robot learning
AAAI,Continual Learning with Scaled Gradient Projection,591b52d24eb95f5ec3622b814bc91ac872acda9e,Connectionist models of recognition memory: constraints imposed by learning and forgetting functions.
AAAI,Continual Learning with Scaled Gradient Projection,4ffa29a1a65d8c647b3b056056e697218bfc17f3,BNS: Building Network Structures Dynamically for Continual Learning
AAAI,Continual Learning with Scaled Gradient Projection,5d90f06bb70a0a3dced62413346235c02b1aa086,Learning Multiple Layers of Features from Tiny Images
AAAI,Continual Learning with Scaled Gradient Projection,c213af6582c0d518a6e8e14217611c733eeb1ef1,Catastrophic Interference in Connectionist Networks: The Sequential Learning Problem
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,2fbbc808de9ed8e5518ba5f4690a5e02c4170b1a,Fast Vision Transformers with HiLo Attention
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,de0454637d24b02fb57bc4ac863664dfa2c91d44,Improving Vision Transformers by Revisiting High-frequency Components
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,b9225c672a5078409d890393780a5eb90f2ec3ca,Anti-Oversmoothing in Deep Vision Transformers via the Fourier Domain Analysis: From Theory to Practice
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,a9cfc4f06c87b36cbd521906b9d880fa626109da,Efficacy of Transformer Networks for Classification of Raw EEG Data
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,8d3c3b15783a9e4ee25fc2ab5e8f0eb47388824f,Gated Transformer for Decoding Human Brain EEG Signals
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,f7dc55c6d18c9588470c04202b62ac95e265a9f6,EEG-ConvTransformer for Single-Trial EEG based Visual Stimuli Classification
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,800cfb3d23115cdcd4d114234b65bbdf2080f798,CSWin Transformer: A General Vision Transformer Backbone with Cross-Shaped Windows
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fff8018bf625447df837c2fda5c58a705fbc038,XCiT: Cross-Covariance Image Transformers
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,03db529f0bfae6d0b64b0feef565196327fe8d50,Intriguing Properties of Vision Transformers
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,1f66bf0a2cc3da1fa7e8896219230119f08f8ada,A Recent Investigation on Detection and Classification of Epileptic Seizure Techniques Using EEG Signal
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,e775e649d815a02373eac840cf5e33a04ff85c95,CvT: Introducing Convolutions to Vision Transformers
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,d48a550670b35cb3a4143b8a1f99b1ce92f4ff36,EEG Classification with Transformer-Based Models
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,5d234335a671710fbcc55d48c4bd1b38a3ac0785,Fine-grained Temporal Attention Network for EEG-based Seizure Detection
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,ada4207e8b8fbc557afe2ef845bf83a8f6f40e3a,Distinguishing Epileptiform Discharges From Normal Electroencephalograms Using Adaptive Fractal and Network Analysis: A Clinical Perspective
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,4d6277dd7a5c0d4538ce393ceaeb38ccd22088fb,Attention-Based Network for Weak Labels in Neonatal Seizure Detection
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,77bb0bead27860ca7592b85563243de65fa95d22,Neonatal Seizures Detection using Stationary Wavelet Transform and Deep Neural Networks: Preliminary Results
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,a57421d3323e491bf883c360b197428613f023ba,Epileptiform discharges
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,2709167f1c3a03fa5b970a665ea48ed243aab582,Designing Network Design Spaces
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,1c6e9ee09531014889238dbe55b1bc94a13f5c3d,Machine Learning for Predicting Epileptic Seizures Using EEG Signals: A Review
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,5ccaf391ed85dcd649d47b0a58f5fc43452c2e6e,Differences Between Interictal and Ictal Generalized Spike-Wave Discharges in Childhood Absence Epilepsy: A MEG Study
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,a035c2e9a72acfad483a869f0344b50c25420418,Ictal and Interictal Epileptiform Electroencephalogram Patterns
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,15b8ba09bd4193cec0c17e9d669267d58ed5afc4,SeizureNet: Multi-Spectral Deep Feature Learning for Seizure Type Classification
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,5e100954490eb74d565acde9a3dbc72da5c2dbc2,A Learnable Scatternet: Locally Invariant Convolutional Layers
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,e3217da6a6f94142cc90f754ee591be56b9751c2,Compressing the Input for CNNs with the First-Order Scattering Transform
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,4845c59b5fdb77549d773821374b508bbc825af5,Convolutional neural networks for real-time epileptic seizure detection
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,a958c81d9da3d30fab5d3489cd55aeae8d9c52e6,Clinical utility of EEG in diagnosing and monitoring epilepsy in adults
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,34cf2bdb9cc1130296abeb2938e75eed5d90f4b7,Generative Scatternet Hybrid Deep Learning (G-Shdl) Network with Structural Priors for Semantic Image Segmentation
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,4feef0fd284feb1233399b400eb897f59ec92755,mixup: Beyond Empirical Risk Minimization
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,75878b7e7c1963f1c1a4d8bd6ba1e9a07dcbc5ff,Dual-Tree wavelet scattering network with parametric log transformation for object classification
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,0ef8ba551c025747333382bb627f305b540543dc,Filter shaping for Convolutional Neural Networks
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,e80323395e81b68831a34702f07d5271af51cbc9,The right and the wrong with epilepsy and her science
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,947d6345935aa17a784c700ea95db964fae57d4e,The detection of epileptic seizure signals based on fuzzy entropy
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,b375d59dcdd9f1e6afdb2e70fe07bd82b70c0038,EEG interpretation: common problems
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,30e2e85b7cf2e85f8965ec74b03f569caa2b5cdd,Invariant Scattering Convolution Networks
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,53aea2e87e124eaa587ef20dae55094d868fd57e,Group Invariant Scattering
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,c8b25fab5608c3e033d34b4483ec47e68ba109b7,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,,Descriptor : A dataset of neonatal EEG recordings with seizure annotations
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,3215ce5ad9abbae0c799e92c958a6dbbcab0bba8,"Overview of EEG, Electrode Placement, and Montages"
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,,and Interictal
AAAI,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,,2022. Inception Transformer
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,40887c19829666621eb5ca139ddb3f601813426e,Graph Lifelong Learning: A Survey
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,200c7020b5de120da476603f52ba295a7622f75a,"ML4CO: Is GCNN All You Need? Graph Convolutional Neural Networks Produce Strong Baselines For Combinatorial Optimization Problems, If Tuned and Trained Properly, on Appropriate Data"
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,1ef2b6de2aa8b5d86872091d8e6f296dcd29a6f6,Branch and Bound in Mixed Integer Linear Programming Problems: A Survey of Techniques and Trends
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,8afb82f6c2a48f5ff6f9c70de3594e4a14c11b93,Overcoming Catastrophic Forgetting in Graph Neural Networks with Experience Replay
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,e41a28daa05cc955e00690c20a3fa15ba2d11cdc,Overcoming Catastrophic Forgetting in Graph Neural Networks
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,617478c5dde85854e595bf92887f8f735bfd6681,Streaming Graph Neural Networks via Continual Learning
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,01db8a5e8d3d868517eb3b2b50aabcabf7b66d50,Hybrid Models for Learning to Branch
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,7f90032f9d9a886b8f256ca97039946e4ee7efbb,"Dark Experience for General Continual Learning: a Strong, Simple Baseline"
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,20400881f50e5f199467a605e7f301fb1f369982,Parameterizing Branch-and-Bound Search Trees to Learn Branching Policies
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,03097420a1c4b2500cec6f29740f9d3c2164168f,Exact Combinatorial Optimization with Graph Convolutional Neural Networks
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,4a954b3e72a61968ab235076bcc242aca3a05520,Efficient Lifelong Learning with A-GEM
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,2b877889ac31b73d1ede70b00eb4c7118ef8eca2,Learning to Learn without Forgetting By Maximizing Transfer and Minimizing Interference
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,9ea50b3408f993853f1c5e374690e5fbe73c2a3c,Continual Lifelong Learning with Neural Networks: A Review
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,713b0d9005944f80af00addc81b162ca74ea4b14,Memory Aware Synapses: Learning what (not) to forget
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,234685eef05fd2d496fb2bbd23f05912209cf103,Lifelong Learning with Dynamically Expandable Networks
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,c2452563294a72b614a735ff0c8aac83b0e52db4,The SCIP Optimization Suite 5.0
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,204e3073870fae3d05bcbc2f6a8e263d9b72e776,Attention is All you Need
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,118fae4b4d07453561f1eded88654f812c7c61ec,Gradient Episodic Memory for Continual Learning
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,a99d857ecc78316a0d9a774972b775058d5644ca,Continual Learning Through Synaptic Intelligence
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,0de4cea40644bf1c75b4c92bcc493d85b15c81c2,A Machine Learning-Based Approximation of Strong Branching
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,1d36ec81d27d51978c7b65ae2a52eb0cb9bb4743,Neurogenesis deep learning: Extending deep networks to accommodate new classes
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,2e55ba6c97ce5eb55abd959909403fe8da7e9fe9,Overcoming catastrophic forgetting in neural networks
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,1703631a938b397ba7e858161ce16448f6046d6f,iCaRL: Incremental Classifier and Representation Learning
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,c802c7918e5a5b9cbb2bd9d397518a255ff1465e,Learning to Branch in Mixed Integer Programming
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,31c882e9bf89f7a0b2de6641cea3f8b5de9716b3,Constraint integer programming
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,dce8146987557735a19771aefa1f027211a2c275,Statistical mechanics of complex networks
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,a04035a454df44a22f67e0dd223a9ffcb4a6e468,Online Learning for Strong Branching Approximation in Branch-and-Bound
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,a300be698f960434fb18a52c8aab680680c702cc,A Supervised Machine Learning Approach to Variable Branching in Branch-And-Bound
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,2caaa72e4d70de4f0978a535a035df89e22c918f,"Set covering algorithms using cutting planes, heuristics, and subgradient optimization: A computational study"
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,,"Integer programming: theory, applications"
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,,"main advantage is the high computational cost of finding the variable to branch. To tackle this problem, Learning-based techniques(Alvarez"
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,,We refer the reader to the follow surveys on continual learning on neural networks(Parisi et al. 2019) and continual learning for GNNs(Febrinanto et al. 2022)
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,,Multi-head attention The multi-head attention equation is based upon
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,,"2018) where a subset of old data samples are replayed from a memory buffer while learning a new task. Second category is the regularization based techniques(Zenke, Poole, and Ganguli 2017"
AAAI,Lifelong Learning for Neural powered Mixed Integer Programming,,2019) has shown significant scalability gains and is considered the state-of-the art method for learning to branching(Banitalebi-Dehkordi and Zhang 2021)
AAAI,Out-Of-Distribution Detection Is Not All You Need,8d58ba6b9ab17d0fbb1554593f6830781984acdc,The minimal exponent and $k$-rationality for local complete intersections
